"filename", "language", "Python", "Markdown", "CSV", "Django txt", "JSON", "Ini", "comment", "blank", "total"
"c:\Users\shado\Desktop\Desktop\Documents\ComputerProgramme\Code\WebBackend\.history\Model\ORM_20220114133853.py", "Python", -14, 0, 0, 0, 0, 0, -12, -1, -27
"c:\Users\shado\Desktop\Desktop\Documents\ComputerProgramme\Code\WebBackend\.history\Model\Public_20220113232259.py", "Python", 0, 0, 0, 0, 0, 0, 0, -1, -1
"c:\Users\shado\Desktop\Desktop\Documents\ComputerProgramme\Code\WebBackend\.history\Model\Public_20220113233301.py", "Python", 0, 0, 0, 0, 0, 0, -12, -1, -13
"c:\Users\shado\Desktop\Desktop\Documents\ComputerProgramme\Code\WebBackend\.history\Model\Public_20220114012905.py", "Python", -14, 0, 0, 0, 0, 0, -12, -2, -28
"c:\Users\shado\Desktop\Desktop\Documents\ComputerProgramme\Code\WebBackend\.history\Model\Public_20220114015625.py", "Python", -26, 0, 0, 0, 0, 0, -12, -2, -40
"c:\Users\shado\Desktop\Desktop\Documents\ComputerProgramme\Code\WebBackend\.history\Model\Public_20220114020639.py", "Python", -29, 0, 0, 0, 0, 0, -12, -2, -43
"c:\Users\shado\Desktop\Desktop\Documents\ComputerProgramme\Code\WebBackend\.history\Model\Public_20220114130205.py", "Python", -29, 0, 0, 0, 0, 0, -12, -2, -43
"c:\Users\shado\Desktop\Desktop\Documents\ComputerProgramme\Code\WebBackend\.history\Model\Public_20220114131210.py", "Python", -29, 0, 0, 0, 0, 0, -12, -2, -43
"c:\Users\shado\Desktop\Desktop\Documents\ComputerProgramme\Code\WebBackend\.history\Model\Public_20220114134734.py", "Python", -31, 0, 0, 0, 0, 0, -12, -3, -46
"c:\Users\shado\Desktop\Desktop\Documents\ComputerProgramme\Code\WebBackend\.history\Model\Public_20220114143848.py", "Python", -30, 0, 0, 0, 0, 0, -12, -3, -45
"c:\Users\shado\Desktop\Desktop\Documents\ComputerProgramme\Code\WebBackend\.history\Model\Public_20220114144848.py", "Python", -32, 0, 0, 0, 0, 0, -12, -5, -49
"c:\Users\shado\Desktop\Desktop\Documents\ComputerProgramme\Code\WebBackend\.history\Model\Public_20220114145921.py", "Python", -28, 0, 0, 0, 0, 0, -12, -3, -43
"c:\Users\shado\Desktop\Desktop\Documents\ComputerProgramme\Code\WebBackend\.history\Model\Public_20220114151709.py", "Python", -69, 0, 0, 0, 0, 0, -12, -9, -90
"c:\Users\shado\Desktop\Desktop\Documents\ComputerProgramme\Code\WebBackend\.history\Model\Public_20220114153240.py", "Python", -78, 0, 0, 0, 0, 0, -12, -10, -100
"c:\Users\shado\Desktop\Desktop\Documents\ComputerProgramme\Code\WebBackend\.history\Model\Public_20220114154434.py", "Python", -78, 0, 0, 0, 0, 0, -12, -11, -101
"c:\Users\shado\Desktop\Desktop\Documents\ComputerProgramme\Code\WebBackend\.history\Model\Public_20220114155623.py", "Python", -78, 0, 0, 0, 0, 0, -13, -10, -101
"c:\Users\shado\Desktop\Desktop\Documents\ComputerProgramme\Code\WebBackend\.history\Model\Public_20220114160721.py", "Python", -78, 0, 0, 0, 0, 0, -13, -10, -101
"c:\Users\shado\Desktop\Desktop\Documents\ComputerProgramme\Code\WebBackend\.history\Model\Public_20220114163323.py", "Python", -81, 0, 0, 0, 0, 0, -13, -13, -107
"c:\Users\shado\Desktop\Desktop\Documents\ComputerProgramme\Code\WebBackend\.history\Model\Public_20220114164326.py", "Python", -80, 0, 0, 0, 0, 0, -13, -12, -105
"c:\Users\shado\Desktop\Desktop\Documents\ComputerProgramme\Code\WebBackend\.history\Model\Public_20220114170143.py", "Python", -78, 0, 0, 0, 0, 0, -12, -10, -100
"c:\Users\shado\Desktop\Desktop\Documents\ComputerProgramme\Code\WebBackend\.history\Model\RunningAccountModel_20220113232314.py", "Python", 0, 0, 0, 0, 0, 0, 0, -1, -1
"c:\Users\shado\Desktop\Desktop\Documents\ComputerProgramme\Code\WebBackend\.history\Model\RunningAccountModel_20220113233316.py", "Python", 0, 0, 0, 0, 0, 0, -12, -1, -13
"c:\Users\shado\Desktop\Desktop\Documents\ComputerProgramme\Code\WebBackend\.history\Model\RunningAccountModel_20220114012907.py", "Python", -14, 0, 0, 0, 0, 0, -12, -2, -28
"c:\Users\shado\Desktop\Desktop\Documents\ComputerProgramme\Code\WebBackend\.history\Model\RunningAccountModel_20220114015256.py", "Python", -29, 0, 0, 0, 0, 0, -12, -3, -44
"c:\Users\shado\Desktop\Desktop\Documents\ComputerProgramme\Code\WebBackend\.history\Model\RunningAccountModel_20220114020901.py", "Python", -30, 0, 0, 0, 0, 0, -12, -3, -45
"c:\Users\shado\Desktop\Desktop\Documents\ComputerProgramme\Code\WebBackend\.history\Model\Session_20220114011754.py", "Python", 0, 0, 0, 0, 0, 0, 0, -1, -1
"c:\Users\shado\Desktop\Desktop\Documents\ComputerProgramme\Code\WebBackend\.history\Model\Session_20220114012756.py", "Python", -19, 0, 0, 0, 0, 0, -12, -3, -34
"c:\Users\shado\Desktop\Desktop\Documents\ComputerProgramme\Code\WebBackend\.history\Model\Session_20220114020901.py", "Python", -20, 0, 0, 0, 0, 0, -12, -3, -35
"c:\Users\shado\Desktop\Desktop\Documents\ComputerProgramme\Code\WebBackend\.history\Model\Session_20220114133824.py", "Python", -19, 0, 0, 0, 0, 0, -12, -4, -35
"c:\Users\shado\Desktop\Desktop\Documents\ComputerProgramme\Code\WebBackend\.history\Model\Session_20220114171057.py", "Python", -19, 0, 0, 0, 0, 0, -12, -3, -34
"c:\Users\shado\Desktop\Desktop\Documents\ComputerProgramme\Code\WebBackend\.history\Model\TableInformationModel_20220113232327.py", "Python", 0, 0, 0, 0, 0, 0, 0, -1, -1
"c:\Users\shado\Desktop\Desktop\Documents\ComputerProgramme\Code\WebBackend\.history\Model\TableInformationModel_20220113233329.py", "Python", 0, 0, 0, 0, 0, 0, -12, -1, -13
"c:\Users\shado\Desktop\Desktop\Documents\ComputerProgramme\Code\WebBackend\.history\Model\TableInformationModel_20220114012910.py", "Python", -14, 0, 0, 0, 0, 0, -12, -2, -28
"c:\Users\shado\Desktop\Desktop\Documents\ComputerProgramme\Code\WebBackend\.history\Model\TableInformationModel_20220114015309.py", "Python", -25, 0, 0, 0, 0, 0, -12, -3, -40
"c:\Users\shado\Desktop\Desktop\Documents\ComputerProgramme\Code\WebBackend\.history\Model\TableInformationModel_20220114020901.py", "Python", -26, 0, 0, 0, 0, 0, -12, -3, -41
"c:\Users\shado\Desktop\Desktop\Documents\ComputerProgramme\Code\WebBackend\.history\Model\TyperaModel_20220113232339.py", "Python", 0, 0, 0, 0, 0, 0, 0, -1, -1
"c:\Users\shado\Desktop\Desktop\Documents\ComputerProgramme\Code\WebBackend\.history\Model\TyperaModel_20220113233341.py", "Python", 0, 0, 0, 0, 0, 0, -12, -1, -13
"c:\Users\shado\Desktop\Desktop\Documents\ComputerProgramme\Code\WebBackend\.history\Model\TyperaModel_20220114012912.py", "Python", -14, 0, 0, 0, 0, 0, -12, -2, -28
"c:\Users\shado\Desktop\Desktop\Documents\ComputerProgramme\Code\WebBackend\.history\Model\TyperaModel_20220114015337.py", "Python", -24, 0, 0, 0, 0, 0, -12, -3, -39
"c:\Users\shado\Desktop\Desktop\Documents\ComputerProgramme\Code\WebBackend\.history\Model\TyperaModel_20220114020901.py", "Python", -25, 0, 0, 0, 0, 0, -12, -3, -40
"c:\Users\shado\Desktop\Desktop\Documents\ComputerProgramme\Code\WebBackend\.history\Model\UserModel_20220113232353.py", "Python", 0, 0, 0, 0, 0, 0, 0, -1, -1
"c:\Users\shado\Desktop\Desktop\Documents\ComputerProgramme\Code\WebBackend\.history\Model\UserModel_20220113233355.py", "Python", -32, 0, 0, 0, 0, 0, -12, -2, -46
"c:\Users\shado\Desktop\Desktop\Documents\ComputerProgramme\Code\WebBackend\.history\Model\UserModel_20220113234443.py", "Python", -45, 0, 0, 0, 0, 0, -12, -4, -61
"c:\Users\shado\Desktop\Desktop\Documents\ComputerProgramme\Code\WebBackend\.history\Model\UserModel_20220114001115.py", "Python", -45, 0, 0, 0, 0, 0, -12, -4, -61
"c:\Users\shado\Desktop\Desktop\Documents\ComputerProgramme\Code\WebBackend\.history\Model\UserModel_20220114005336.py", "Python", -45, 0, 0, 0, 0, 0, -12, -8, -65
"c:\Users\shado\Desktop\Desktop\Documents\ComputerProgramme\Code\WebBackend\.history\Model\UserModel_20220114012346.py", "Python", -72, 0, 0, 0, 0, 0, -12, -23, -107
"c:\Users\shado\Desktop\Desktop\Documents\ComputerProgramme\Code\WebBackend\.history\Model\UserModel_20220114013348.py", "Python", -74, 0, 0, 0, 0, 0, -12, -22, -108
"c:\Users\shado\Desktop\Desktop\Documents\ComputerProgramme\Code\WebBackend\.history\Model\UserModel_20220114014820.py", "Python", -74, 0, 0, 0, 0, 0, -12, -22, -108
"c:\Users\shado\Desktop\Desktop\Documents\ComputerProgramme\Code\WebBackend\.history\Model\UserModel_20220114020900.py", "Python", -75, 0, 0, 0, 0, 0, -12, -22, -109
"c:\Users\shado\Desktop\Desktop\Documents\ComputerProgramme\Code\WebBackend\.history\Model\__init__ _20220114004635.py", "Python", -10, 0, 0, 0, 0, 0, 0, -1, -11
"c:\Users\shado\Desktop\Desktop\Documents\ComputerProgramme\Code\WebBackend\.history\Model\__init__ _20220114023042.py", "Python", -11, 0, 0, 0, 0, 0, -12, -1, -24
"c:\Users\shado\Desktop\Desktop\Documents\ComputerProgramme\Code\WebBackend\.history\Model\__init__ _20220114170848.py", "Python", -11, 0, 0, 0, 0, 0, -12, -1, -24
"c:\Users\shado\Desktop\Desktop\Documents\ComputerProgramme\Code\WebBackend\.history\Model\__init__ _20220114172106.py", "Python", -11, 0, 0, 0, 0, 0, -12, -1, -24
"c:\Users\shado\Desktop\Desktop\Documents\ComputerProgramme\Code\WebBackend\.history\Model\__init___20220113153444.py", "Python", 0, 0, 0, 0, 0, 0, 0, -1, -1
"c:\Users\shado\Desktop\Desktop\Documents\ComputerProgramme\Code\WebBackend\.history\Model\__init___20220113154447.py", "Python", 0, 0, 0, 0, 0, 0, -12, -1, -13
"c:\Users\shado\Desktop\Desktop\Documents\ComputerProgramme\Code\WebBackend\.history\Model\main_20220114203451.py", "Python", 0, 0, 0, 0, 0, 0, 0, -1, -1
"c:\Users\shado\Desktop\Desktop\Documents\ComputerProgramme\Code\WebBackend\.history\Model\orm_20220113153500.py", "Python", 0, 0, 0, 0, 0, 0, 0, -1, -1
"c:\Users\shado\Desktop\Desktop\Documents\ComputerProgramme\Code\WebBackend\.history\Model\orm_20220113154502.py", "Python", 0, 0, 0, 0, 0, 0, -12, -1, -13
"c:\Users\shado\Desktop\Desktop\Documents\ComputerProgramme\Code\WebBackend\.history\Model\orm_20220114012902.py", "Python", -14, 0, 0, 0, 0, 0, -12, -2, -28
"c:\Users\shado\Desktop\Desktop\Documents\ComputerProgramme\Code\WebBackend\.history\Model\orm_20220114020902.py", "Python", -15, 0, 0, 0, 0, 0, -12, -2, -29
"c:\Users\shado\Desktop\Desktop\Documents\ComputerProgramme\Code\WebBackend\.history\Service\__init___20220113153515.py", "Python", 0, 0, 0, 0, 0, 0, 0, -1, -1
"c:\Users\shado\Desktop\Desktop\Documents\ComputerProgramme\Code\WebBackend\.history\Service\__init___20220113154516.py", "Python", 0, 0, 0, 0, 0, 0, -12, -1, -13
